Dih1a,Dih1b,Dih2a,Dih2b,Dih3a,Dih3b,Dih4a,Dih4b
72.977,65.049,78.3455,64.3767,109.0981,-171.4853,-65.0583,-55.514,
73.0708,64.9501,77.949,64.3346,112.6861,-171.4375,-87.1648,67.9266,
73.2107,64.9941,78.1313,64.2878,109.285,-171.518,-66.3595,-165.6347,
73.1975,64.9301,77.9398,64.555,112.1842,-171.5402,149.47,-61.6314,
73.6012,65.165,78.2098,64.4741,112.049,-171.4945,78.0411,64.6485,
72.835,64.994,78.4504,64.4255,109.869,-171.5994,80.7129,-171.2047,
73.4449,64.9708,80.8101,-171.4177,-62.1037,-61.0895,-64.8023,-55.6969,
72.9823,64.8985,80.5043,-171.3714,-60.2827,-60.5352,-86.2901,68.1676,
73.3346,65.0127,80.8649,-171.3118,-61.9026,-61.0819,-65.9675,-165.8539,
73.4734,64.9767,80.4477,-171.4235,-62.0192,-61.0182,149.3694,-61.6083,
73.431,65.1188,80.6908,-171.4034,-62.1785,-61.1185,78.4187,64.6879,
73.2167,65.0396,81.0475,-171.4561,-62.3547,-61.1022,80.9659,-171.1572,
73.3226,64.9941,80.8593,-171.4697,-88.7966,64.6797,-64.5533,-55.4818,
73.5424,64.9305,80.3866,-171.4614,-88.0844,64.6881,-86.0996,67.911,
72.9406,65.0229,80.7155,-171.4736,-88.0425,64.7162,-65.7456,-165.5122,
73.4735,64.9886,80.4284,-171.4539,-88.5934,64.7905,149.6687,-61.664,
73.1508,65.0752,80.8778,-171.4807,-89.1363,64.7216,78.5511,64.7805,
72.8928,65.0336,80.9146,-171.4308,-88.4589,64.7573,80.9321,-171.0472,
73.4435,65.014,80.975,-171.471,-64.848,-171.6396,-64.7592,-55.6559,
73.2975,64.9394,80.4366,-171.4119,-64.6561,-171.6355,-86.0488,68.0059,
72.9921,65.0044,80.7288,-171.4253,-64.9319,-171.6236,-65.9882,-165.7316,
73.7452,64.962,80.3767,-171.4314,-64.8236,-171.7349,149.4503,-61.6458,
73.2383,65.1655,80.6903,-171.4074,-64.9068,-171.7074,78.3117,64.6747,
73.3304,65.0361,81.0517,-171.4342,-64.961,-171.5966,81.0163,-171.1689,
73.0054,65.0599,81.1078,-171.4818,119.582,-60.8809,-64.6534,-55.4392,
73.3274,64.9575,80.5322,-171.5197,121.2088,-60.9158,-86.7457,68.0345,
73.0802,65.0283,81.127,-171.5095,119.2536,-60.8317,-65.9195,-165.5583,
73.6325,64.9726,80.4681,-171.5162,120.0277,-60.9172,149.6446,-61.7145,
73.1706,65.1991,80.9378,-171.5486,119.3173,-60.9813,78.462,64.7668,
73.2855,65.0706,81.2374,-171.5341,119.3091,-60.9895,80.9323,-171.1657,
73.2496,65.0276,81.1739,-171.3083,74.4719,65.2434,-64.6447,-55.3157,
73.5038,64.9677,80.693,-171.3985,72.8028,65.2307,-86.8105,67.509,
73.3084,64.9643,81.0996,-171.3338,73.8133,65.2375,-65.8839,-165.3624,
73.9434,64.9192,80.5476,-171.3576,74.2738,65.3131,149.4928,-61.6119,
73.3232,65.1331,81.0604,-171.3614,73.0103,65.0069,78.6458,64.6178,
73.3772,65.075,81.2818,-171.3597,73.3766,65.076,81.2938,-171.3632,
73.1213,65.0594,81.1192,-171.4359,110.3529,-171.4398,-64.7316,-55.5546,
73.212,64.9486,80.8189,-171.2789,83.2911,-171.5437,-87.0219,67.3664,
73.1681,65.0148,80.7896,-171.4013,88.2144,-171.7004,-65.9244,-165.4046,
73.5603,65.0354,80.447,-171.4766,111.6764,-171.5026,149.6741,-61.703,
73.1639,65.1232,80.9682,-171.5512,110.9874,-171.4841,78.4611,64.8555,
73.4206,65.041,81.147,-171.3676,86.3318,-171.7324,80.9096,-171.1731,
110.2796,-171.4648,-65.3311,-55.2413,-62.1901,-61.2078,-65.3238,-55.3585,
109.9396,-171.4896,-65.7598,-54.8296,-60.4729,-60.795,-87.0608,68.0667,
109.5665,-171.4556,-65.3383,-55.1057,-62.0221,-61.1574,-66.5433,-165.4576,
109.0704,-171.5058,-65.865,-55.2671,-62.2347,-61.2488,149.0469,-61.3825,
110.3783,-171.4463,-65.3126,-55.2343,-62.1946,-61.2342,78.1081,64.4905,
108.9609,-171.5128,-65.0415,-55.515,-62.3188,-61.1866,80.6196,-171.2549,
109.1638,-171.5191,-65.2513,-54.8706,-88.0907,65.0287,-65.1063,-55.274,
109.7818,-171.5191,-65.6514,-54.439,-86.3996,65.2464,-86.7827,67.9045,
110.2954,-171.464,-65.2738,-54.5822,-86.8819,65.192,-66.3337,-165.2509,
108.7765,-171.5134,-65.6896,-54.7616,-87.3246,65.2482,149.1192,-61.3812,
110.5303,-171.468,-65.2322,-54.9393,-88.3692,65.1145,78.2113,64.5485,
110.1434,-171.4411,-64.918,-54.872,-88.3247,65.1099,80.7471,-171.1723,
110.2788,-171.4589,-65.3866,-55.3578,-65.002,-171.6604,-65.268,-55.183,
110.0742,-171.4798,-65.769,-55.0123,-64.5846,-171.6266,-86.7148,68.005,
110.3656,-171.4268,-65.3786,-55.1751,-64.7322,-171.6334,-66.4804,-165.1912,
109.2185,-171.4707,-65.9744,-55.4462,-64.8518,-171.6556,149.0038,-61.3679,
109.6666,-171.4996,-65.3596,-55.2538,-64.7366,-171.6362,78.0581,64.4841,
109.6917,-171.479,-65.0814,-55.5822,-64.8186,-171.5756,80.622,-171.2514,
110.218,-171.4804,-65.3434,-55.2188,119.2841,-60.9124,-65.3286,-55.0823,
109.1724,-171.5022,-65.8512,-55.0447,120.9693,-60.9328,-87.643,67.9034,
109.1457,-171.515,-65.455,-55.3306,119.5679,-60.8502,-66.5985,-165.2787,
108.0763,-171.5031,-65.9002,-55.1716,119.8474,-60.8808,149.1531,-61.3846,
108.3765,-171.5412,-65.4579,-55.3721,119.0763,-60.9924,78.0653,64.4935,
85.7369,-171.5992,-65.2076,-55.3717,118.9834,-61.0502,80.6514,-171.1886,
110.5762,-171.4645,-64.9595,-55.3387,74.1612,65.1969,-65.3251,-54.9728,
109.9968,-171.4774,-65.31,-55.0781,73.4321,65.2723,-87.5933,67.4169,
109.9056,-171.507,-65.1352,-55.3656,74.2593,65.2165,-66.4364,-165.0132,
109.7915,-171.4786,-65.5653,-55.2286,73.9007,65.2997,149.0506,-61.3115,
109.0989,-171.4853,-65.0582,-55.5137,72.9771,65.0486,78.3457,64.3765,
110.4095,-171.4385,-64.7342,-55.5616,73.1122,65.0589,81.1173,-171.4366,
110.2951,-171.4652,-65.2925,-55.1969,110.2832,-171.4663,-65.2923,-55.1953,
109.2959,-171.4966,-65.8204,-55.0158,113.4601,-171.396,-87.7265,67.8538,
109.151,-171.495,-65.4044,-55.2868,110.0555,-171.4778,-66.5587,-165.3161,
108.0302,-171.5085,-65.8665,-55.1317,112.0519,-171.5477,149.2302,-61.3722,
108.5195,-171.5536,-65.4169,-55.3999,111.1285,-171.5644,78.0562,64.4972,
85.8383,-171.648,-64.9935,-55.2493,86.746,-171.7567,80.5494,-171.196,
113.2983,-171.4107,-87.6913,67.9014,-62.0945,-61.0105,-65.8795,-55.2095,
112.9106,-171.4415,-88.1295,67.8812,-60.62,-60.6716,-87.5192,68.0082,
113.1958,-171.3921,-87.701,67.8855,-62.162,-61.0866,-67.1306,-165.6118,
112.1247,-171.4195,-88.2382,67.8358,-62.0905,-61.0192,148.7447,-61.2927,
114.1009,-171.3211,-87.7321,67.8811,-62.2212,-61.0197,77.6904,64.3697,
113.6229,-171.408,-87.2512,67.9239,-62.382,-61.1046,80.2685,-171.1818,
112.933,-171.4268,-87.713,67.8745,-88.0943,64.8487,-65.6332,-54.9428,
112.8911,-171.4484,-88.1893,67.8043,-87.6403,64.9201,-87.3469,67.7815,
113.2727,-171.3939,-87.8691,67.7792,-88.1808,64.8823,-66.9122,-165.0795,
111.8275,-171.4804,-88.2317,67.7505,-88.3884,64.8597,148.8787,-61.3245,
112.8353,-171.406,-87.7475,67.8699,-88.9284,64.8452,77.8432,64.4851,
114.5619,-171.3231,-87.5351,67.8002,-88.1178,64.8634,80.201,-171.1853,
113.0878,-171.4104,-87.7452,67.8586,-64.8749,-171.5847,-65.8162,-55.0167,
112.78,-171.4393,-88.1499,67.8235,-64.5921,-171.5821,-87.239,67.9112,
113.1692,-171.4003,-87.7651,67.814,-64.826,-171.599,-67.0522,-165.2655,
112.2266,-171.3872,-88.3532,67.7779,-64.8863,-171.608,148.7313,-61.2888,
114.3062,-171.3358,-87.7208,67.867,-64.8537,-171.5643,77.6585,64.3892,
113.972,-171.3766,-87.1924,67.9806,-64.8736,-171.5886,80.2486,-171.1829,
113.2747,-171.3912,-87.7883,67.8313,118.6833,-60.9549,-65.8313,-54.9582,
112.2983,-171.4491,-88.1499,67.8387,120.2477,-60.969,-87.9715,67.9244,
112.5923,-171.4106,-87.6355,67.8938,118.9453,-60.8699,-66.9747,-165.1108,
112.4218,-171.3909,-88.3272,67.6963,119.1251,-60.9686,149.0647,-61.3515,
112.1204,-171.4793,-87.6991,67.7809,118.4091,-61.0818,77.772,64.43,
82.2327,-171.4818,-87.5479,67.275,118.3624,-61.1241,80.4128,-171.0965,
113.5357,-171.3734,-87.1139,67.991,74.2428,65.083,-65.7072,-54.8362,
112.9279,-171.3964,-87.5181,67.9207,73.5733,65.1701,-87.905,67.4508,
113.1579,-171.4207,-87.0928,67.9925,74.2845,65.1708,-66.7935,-164.7959,
112.8655,-171.4074,-87.7348,67.8568,74.2091,65.2534,148.7549,-61.2768,
112.6861,-171.4375,-87.1647,67.9265,73.0708,64.9501,77.949,64.3346,
113.6928,-171.4547,-86.8596,67.9496,73.3083,64.9735,80.566,-171.4902,
113.4601,-171.396,-87.7265,67.8538,109.2959,-171.4966,-65.8204,-55.0158,
112.5952,-171.4344,-88.1054,67.8513,112.595,-171.4345,-88.1068,67.8513,
112.8885,-171.4128,-87.662,67.858,109.0943,-171.5238,-66.992,-165.2431,
112.2907,-171.3791,-88.2626,67.7073,111.0307,-171.6122,149.1374,-61.3667,
112.2706,-171.4765,-87.5957,67.814,110.1091,-171.6562,77.7419,64.4102,
113.2252,-171.4306,-87.2999,67.93,110.2458,-171.6053,80.1938,-171.2566,
110.4266,-171.4608,-66.5709,-165.3393,-61.8733,-61.0006,-65.4747,-55.4668,
109.0219,-171.4952,-67.0793,-165.1448,-60.3386,-60.6194,-87.1482,68.0311,
109.8219,-171.5028,-66.5893,-165.2687,-61.9271,-61.0935,-66.7131,-165.7734,
109.1565,-171.4836,-67.2448,-165.607,-62.0855,-61.068,148.8644,-61.3426,
110.7038,-171.4337,-66.689,-165.5346,-62.0357,-61.0279,78.0416,64.523,
109.6746,-171.4969,-66.3163,-165.5152,-62.1817,-61.076,80.6462,-171.2458,
110.2125,-171.4781,-66.8393,-165.2965,-87.8466,64.7064,-65.3024,-55.1369,
109.7857,-171.4784,-67.271,-165.1584,-86.8305,64.8508,-86.9672,67.8053,
109.073,-171.4657,-66.8548,-165.3682,-87.4037,64.8054,-66.541,-165.3343,
108.704,-171.524,-67.3682,-165.476,-87.1794,64.8549,149.0031,-61.3479,
110.3152,-171.4731,-66.8422,-165.5888,-88.0749,64.7977,78.0317,64.5308,
109.8372,-171.4684,-66.4769,-165.6524,-88.6245,64.7,80.5903,-171.1635,
110.4582,-171.446,-66.5955,-165.4175,-64.7847,-171.6212,-65.4047,-55.2098,
109.6501,-171.4861,-67.0138,-165.2115,-64.4935,-171.6245,-86.7646,67.9505,
109.465,-171.5008,-66.6208,-165.2962,-64.7489,-171.6417,-66.6397,-165.5304,
109.5959,-171.4361,-67.2608,-165.5719,-64.8406,-171.6241,148.8636,-61.3372,
111.0062,-171.4328,-66.6741,-165.4976,-64.7847,-171.597,78.0361,64.5401,
109.3983,-171.4991,-66.3118,-165.5849,-64.8213,-171.5874,80.6209,-171.2415,
109.9221,-171.4948,-66.6078,-165.2693,119.3622,-60.8729,-65.431,-55.25,
108.8766,-171.5091,-67.0393,-165.2114,121.0469,-60.913,-87.5032,67.9681,
108.7978,-171.4729,-66.686,-165.4593,119.1173,-60.8874,-66.6749,-165.3809,
107.7452,-171.5274,-67.1233,-165.3858,119.7943,-60.9826,149.1662,-61.403,
108.7005,-171.5711,-66.6715,-165.6695,119.0245,-61.0854,77.9468,64.4228,
109.9455,-171.423,-66.2938,-165.4408,118.9109,-61.025,80.451,-171.2097,
110.6757,-171.4679,-66.2883,-165.412,74.2795,65.2108,-65.283,-55.0587,
109.6354,-171.5341,-66.7554,-165.4227,72.7565,65.2292,-87.645,67.3982,
109.6744,-171.5143,-66.3234,-165.4922,73.5543,65.1818,-66.5532,-165.0234,
108.7382,-171.5159,-66.8675,-165.6131,74.6377,65.3268,148.8042,-61.2989,
109.2858,-171.5181,-66.3596,-165.6352,73.2102,64.9943,78.1313,64.2879,
110.2178,-171.4233,-65.938,-165.6046,73.0502,64.9723,80.8244,-171.4102,
110.0556,-171.4778,-66.5587,-165.316,109.151,-171.495,-65.4044,-55.2868,
109.0943,-171.5238,-66.992,-165.2431,112.8885,-171.4128,-87.662,67.858,
109.0938,-171.4747,-66.6047,-165.4578,109.0938,-171.476,-66.6046,-165.4572,
107.889,-171.526,-67.0787,-165.4564,111.3532,-171.5624,149.274,-61.4209,
108.8471,-171.5671,-66.6372,-165.7405,110.2968,-171.5738,77.9228,64.4115,
110.2775,-171.4606,-66.2654,-165.4821,110.5586,-171.5908,80.3757,-171.2452,
111.7623,-171.5403,149.4671,-61.5216,-62.0204,-61.0561,-65.9133,-55.3689,
111.3698,-171.5904,149.2642,-61.4829,-60.3468,-60.5145,-87.5598,67.9644,
112.1335,-171.5359,149.2872,-61.5055,-61.9413,-60.978,-67.1756,-165.4928,
110.155,-171.5988,148.6644,-61.3632,-61.9697,-60.9813,148.2092,-61.1625,
111.4326,-171.5951,149.0123,-61.4126,-61.9937,-61.0068,77.4849,64.432,
112.9443,-171.4803,149.3261,-61.5375,-62.1056,-61.0085,80.1402,-171.2433,
110.9296,-171.5813,149.1058,-61.3734,-87.5932,64.7675,-65.7121,-55.2524,
110.9757,-171.5679,148.8194,-61.2861,-87.5875,64.6592,-87.4433,67.6537,
111.2425,-171.5826,148.883,-61.2921,-87.8538,64.7024,-67.0306,-165.5727,
110.3763,-171.5761,148.1687,-61.2471,-87.4596,64.8043,148.4003,-61.205,
111.3537,-171.5532,148.5615,-61.2786,-88.3797,64.7329,77.5447,64.4229,
112.0166,-171.563,148.8787,-61.3211,-88.3268,64.737,80.1466,-171.1711,
111.697,-171.5462,149.4375,-61.4706,-64.6873,-171.5518,-65.8239,-55.2681,
111.3738,-171.5799,149.2652,-61.4478,-64.4414,-171.5777,-87.2107,67.881,
112.1419,-171.5234,149.2998,-61.4768,-64.6256,-171.5859,-67.1174,-165.4008,
110.4276,-171.5679,148.6457,-61.308,-64.6502,-171.6065,148.2268,-61.1875,
112.0054,-171.5819,148.9975,-61.3904,-64.6701,-171.6329,77.5627,64.5098,
112.6099,-171.4888,149.3149,-61.5322,-64.6003,-171.5482,80.1141,-171.26,
111.9293,-171.5552,149.3124,-61.4698,120.3799,-60.7878,-65.9234,-55.0566,
111.2292,-171.6184,149.166,-61.4264,121.6585,-60.8607,-88.1689,67.7639,
111.3209,-171.5626,149.3621,-61.5119,120.539,-60.7601,-67.1323,-165.3581,
110.5801,-171.586,148.5834,-61.3579,120.8844,-60.839,148.3909,-61.257,
111.843,-171.5582,148.9705,-61.4421,120.1682,-60.9121,77.6448,64.6231,
111.0121,-171.5285,149.31,-61.5127,120.0722,-60.923,80.1763,-171.2921,
112.1609,-171.5477,149.6905,-61.6706,74.6162,65.2118,-65.8588,-55.0927,
111.4768,-171.5769,149.669,-61.6288,73.5763,65.3158,-88.1953,67.2927,
111.5861,-171.5251,149.8663,-61.7226,74.2137,65.2061,-66.9741,-165.032,
110.8689,-171.6098,149.002,-61.5162,74.5956,65.2968,148.1332,-61.194,
112.1894,-171.5398,149.4704,-61.6317,73.1991,64.9298,77.9395,64.5552,
111.6877,-171.503,149.684,-61.7038,73.5589,65.0323,80.446,-171.4798,
112.0239,-171.5475,149.2342,-61.3723,108.0568,-171.5072,-65.8692,-55.1336,
111.0262,-171.6167,149.1374,-61.3658,112.3093,-171.382,-88.2592,67.7088,
111.357,-171.5604,149.2698,-61.4202,107.9036,-171.5243,-67.0857,-165.4604,
111.356,-171.5433,148.4229,-61.2186,111.3559,-171.5433,148.4229,-61.2186,
110.983,-171.5872,148.9087,-61.3585,110.3067,-171.5587,77.5449,64.5442,
111.278,-171.5369,149.2068,-61.4089,109.314,-171.5679,80.0764,-171.2869,
110.9684,-171.5428,77.9793,64.6477,-61.9904,-61.0459,-65.4524,-55.6185,
110.5841,-171.6179,77.7107,64.5822,-60.3153,-60.5797,-87.1373,67.9816,
111.0257,-171.5615,77.9094,64.6524,-61.9358,-61.0529,-66.6678,-165.8542,
109.8052,-171.55,77.5872,64.6647,-62.0104,-61.0087,148.5883,-61.2757,
110.7591,-171.5186,77.9267,64.6909,-62.1232,-61.0614,77.9665,64.5201,
111.5694,-171.519,78.1834,64.7358,-62.1561,-61.0636,80.6263,-171.2947,
110.7774,-171.4892,77.7902,64.6276,-88.1283,64.7424,-65.2606,-55.3111,
110.4935,-171.5641,77.6776,64.594,-87.2945,64.7826,-86.8927,67.7215,
111.2744,-171.5134,77.8385,64.6144,-88.1242,64.6962,-66.4754,-165.4416,
109.7159,-171.5678,77.4432,64.6596,-88.4194,64.6488,148.8458,-61.3088,
110.1749,-171.5759,77.8841,64.6305,-87.8579,64.806,78.0018,64.5124,
83.7769,-171.6445,78.1788,64.6303,-88.0865,64.7869,80.6824,-171.1759,
110.8053,-171.543,77.9416,64.7049,-64.8948,-171.6461,-65.352,-55.3802,
110.4405,-171.6117,77.7834,64.6336,-64.6245,-171.6232,-86.6792,67.9324,
111.0938,-171.5565,77.9928,64.6781,-64.7124,-171.6324,-66.5779,-165.5302,
109.8531,-171.5741,77.5552,64.6037,-64.6912,-171.6112,148.6123,-61.291,
111.4805,-171.4997,77.9151,64.7058,-64.7525,-171.6567,78.0148,64.5599,
84.487,-171.643,78.1879,64.6819,-64.81,-171.6416,80.5887,-171.0764,
111.0492,-171.5571,77.986,64.723,121.1594,-60.7604,-65.4986,-55.3584,
110.2275,-171.6499,77.7352,64.6699,122.5438,-60.7835,-87.5202,67.8769,
110.0495,-171.5763,77.9576,64.7372,121.1887,-60.6967,-66.6548,-165.6031,
109.7274,-171.5462,77.6048,64.8505,121.3603,-60.8881,148.7837,-61.3171,
111.3766,-171.5204,77.9632,64.8727,120.7855,-60.9426,78.0241,64.6052,
110.3299,-171.5231,78.2782,64.8952,121.1538,-60.8431,80.6304,-171.3438,
111.015,-171.5405,78.1391,64.6771,73.8882,65.294,-65.3298,-55.0558,
110.6595,-171.6096,77.9813,64.618,73.1073,65.2972,-87.6509,67.3505,
110.756,-171.5145,78.2192,64.664,74.0412,65.3629,-66.4915,-165.3524,
110.0727,-171.5699,77.6041,64.6215,74.447,65.4514,148.6029,-61.2528,
112.0491,-171.4941,78.0415,64.6488,73.6016,65.1651,78.2101,64.4739,
110.9979,-171.4867,78.4607,64.8531,73.1624,65.1282,80.972,-171.5513,
111.1326,-171.5636,78.0509,64.4944,108.5106,-171.5547,-65.4163,-55.3991,
110.1102,-171.6556,77.7419,64.4102,112.2702,-171.4767,-87.5964,67.8138,
110.2968,-171.5738,77.9228,64.4116,108.8469,-171.5671,-66.6372,-165.7405,
110.3114,-171.5621,77.5365,64.5461,111.0326,-171.5844,148.9124,-61.3593,
111.2753,-171.528,77.9602,64.551,111.2757,-171.528,77.9602,64.551,
110.5343,-171.5168,78.2839,64.6011,110.3416,-171.6025,80.5818,-171.3256,
110.5076,-171.5371,80.5025,-171.2185,-62.1361,-61.1035,-65.0905,-55.8435,
110.4071,-171.589,79.8643,-171.1442,-60.444,-60.6026,-87.0445,67.9506,
110.9188,-171.5644,80.3723,-171.1172,-62.0474,-61.0433,-66.3144,-165.7241,
110.3842,-171.5674,79.9513,-171.219,-62.0365,-61.0556,148.8979,-61.3666,
111.5905,-171.5265,80.396,-171.2155,-62.2154,-61.0998,78.257,64.5398,
86.4148,-171.723,80.6956,-171.2484,-62.3034,-61.1135,80.922,-171.1962,
110.9796,-171.5877,80.5299,-171.3103,-88.5105,64.653,-64.9565,-55.595,
109.8398,-171.5749,79.8451,-171.2574,-88.1293,64.6193,-86.9367,67.6379,
86.6918,-171.7353,80.2333,-171.2737,-89.1093,64.6023,-65.973,-165.6302,
109.5349,-171.5761,79.9202,-171.2348,-88.0815,64.6993,148.9055,-61.3606,
110.8834,-171.4986,80.2529,-171.234,-88.4834,64.7423,78.2187,64.5316,
110.3532,-171.5689,80.6239,-171.2676,-88.9723,64.6559,81.0375,-171.256,
87.4771,-171.7811,80.5918,-171.2408,-64.8705,-171.6529,-64.9606,-55.5626,
110.0359,-171.5855,79.9508,-171.1896,-64.675,-171.6837,-86.6747,67.8943,
110.6472,-171.5602,80.3421,-171.1969,-64.9879,-171.6669,-66.2995,-165.7678,
110.4106,-171.5869,80.0106,-171.2265,-64.8269,-171.6449,149.0408,-61.3622,
111.2328,-171.5573,80.4197,-171.2088,-64.8779,-171.5732,78.2601,64.5426,
110.8173,-171.5221,80.6297,-171.2416,-65.0639,-171.6532,80.8198,-171.248,
110.089,-171.5773,80.7194,-171.2518,119.3114,-60.9198,-65.0676,-55.492,
110.2929,-171.5935,80.1858,-171.32,121.0718,-60.952,-87.213,67.993,
110.5529,-171.5874,80.3612,-171.2727,119.5791,-60.8505,-66.3265,-165.4296,
109.3406,-171.5726,80.0967,-171.3248,120.0904,-60.926,149.1197,-61.3999,
110.148,-171.585,80.6042,-171.3811,119.6521,-60.9974,78.2885,64.5966,
110.808,-171.4985,80.821,-171.3254,119.3153,-61.0327,80.9077,-171.2744,
110.767,-171.5311,80.7347,-171.1162,74.0196,65.2171,-65.0036,-55.3574,
110.5805,-171.5855,80.3742,-171.1158,73.1142,65.2649,-87.2887,67.4199,
110.9217,-171.5721,80.5093,-171.1316,73.9384,65.2076,-66.2924,-165.2613,
109.5432,-171.5925,80.2082,-171.1637,73.9893,65.2959,148.9502,-61.3066,
109.8799,-171.6018,80.705,-171.2037,72.8291,64.9906,78.4549,64.4254,
111.5269,-171.4867,80.9472,-171.1669,73.4935,65.0827,81.208,-171.4634,
86.7151,-171.7587,80.5499,-171.1993,85.8374,-171.647,-64.9948,-55.2492,
110.2435,-171.6025,80.1947,-171.2574,113.2101,-171.43,-87.2979,67.9331,
110.5887,-171.5879,80.3712,-171.2394,110.2555,-171.4628,-66.2623,-165.464,
109.2971,-171.5678,80.0811,-171.2861,111.2825,-171.5388,149.2068,-61.41,
110.3495,-171.5988,80.5819,-171.3272,110.4804,-171.5208,78.2831,64.5982,
111.0356,-171.5454,80.8807,-171.1628,84.7799,-171.6713,80.78,-171.2665,
